,contract_count_10,contract_count_11,contract_count_14,contract_count_15,contract_count_20,contract_count_21,contract_count_24,contract_count_25,contract_count_30,contract_count_31,contract_face_10,contract_face_11,contract_face_14,contract_face_15,contract_face_20,contract_face_21,contract_face_24,contract_face_25,contract_face_30,contract_face_31,date,stock_snm_x,zanzon,bid,offer,rate,remaining_years_from,remaining_years_to,simple_yield_1days_from_ope,simple_yield_2days_from_ope,simple_yield_fluctuation_2to1,simple_yield_fluctuation_3to2,amount_sum,bid_price,balance,stock_snm_x.1,aggre_rate_buy,aggre_rate_sell,fluctuation_buy_rate,fluctuation_sell_rate
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,234,15.2739726,2006,4222,0.01,10,25,0.195,0.195,0,0,12547,10072,4263,234,-0.01,-0.125,1,1
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,234,15.2739726,2002,6225,0.005,10,25,0.2,0.2,0,0,12547,10072,4263,234,-0.013234501,-0.125,1,1
334,1,0,0,0,3,0,0,0,0,0,35000000000,0,0,0,6400000000,0,0,0,0,0,8,234,13.77260274,2009,4236,-0.005,10,25,0.215,0.21,0.005,-0.02,12547,10072,1219,234,-0.076520788,-0.112789988,1,0
335,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,234,13.78630137,2009,4992,-0.017,10,25,0.2,0.2,0,-0.005,12547,10072,1219,234,-0.076520788,-0.098581328,1,1
337,0,1,0,0,0,0,0,0,0,0,0,-5000000000,0,0,0,0,0,0,0,0,5,250,13.73424658,2006,4222,0.01,10,25,0.195,0.195,0,0,11104,10025,2259,250,-0.01990991,-0.127068966,1,1
338,0,1,0,0,0,0,0,0,0,0,0,5000000000,0,0,0,0,0,0,0,0,3,250,13.74794521,2002,6225,0.005,10,25,0.2,0.2,0,-0.001,11104,10025,2259,250,-0.01091623,-0.127068966,1,1
343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,78,15.24383562,2006,4222,0.01,10,25,0.195,0.195,0,0,11117,10007,3813,78,-0.11,-0.13,1,1
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,78,15.24383562,2002,6225,0.005,10,25,0.2,0.2,0,-0.001,11117,10007,3813,78,-0.11,-0.13,1,1
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,229,15.65479452,2006,4222,0.01,10,25,0.21,0.21,0,0,22063,20202,1666,229,-0.021190476,-0.128005319,1,1
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,229,15.65479452,2002,6225,0.005,10,25,0.21,0.21,0,-0.001,22063,20202,1666,229,-0.059859307,-0.128005319,1,1
351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5600000000,0,0,0,0,0,8,229,14.02465753,2009,4236,-0.005,10,25,0.23,0.225,0.005,-0.02,22063,20202,4263,229,-0.060178197,-0.126259352,1,0
353,8,0,0,0,2,0,0,0,0,0,500000000,0,0,0,-500000000,0,0,0,0,0,0,229,14.04383562,2017,5475,-0.007,10,25,0.225,0.23,-0.005,-0.005,22063,20202,4263,229,-0.054018088,-0.071356589,1,0
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,15.52328767,2006,4222,0.01,10,25,0.21,0.21,0,0,12499,10044,2250,67,-0.109206349,-0.105,1,1
355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67,15.52328767,2002,6225,0.005,10,25,0.21,0.21,0,-0.001,12499,10044,2250,67,-0.109206349,-0.105,1,1
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,217,15.90684932,2006,4222,0.01,10,25,0.22,0.22,0,0,23624,20045,2592,217,-0.103469388,-0.095,1,1
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,217,15.90684932,2002,6225,0.005,10,25,0.225,0.225,0,-0.001,23624,20045,2592,217,-0.040951009,-0.095,1,1
363,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,217,14.29041096,2009,4992,-0.017,10,25,0.23,0.23,0,-0.005,23624,20045,3813,217,-0.084878568,-0.049054112,1,1
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,157,15.84657534,2006,4222,0.01,10,25,0.22,0.22,0,0,10993,10002,1429,157,-0.11,-0.12,1,1
368,7,0,0,0,6,0,0,0,0,0,8100000000,0,0,0,-8100000000,0,0,0,0,0,9,157,14.29041096,2009,4992,-0.017,10,25,0.23,0.23,0,-0.005,10993,10002,1666,157,-0.020809524,-0.044476191,1,0
369,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,14.29589041,2017,5475,-0.007,10,25,0.235,0.24,-0.005,-0.005,10993,10002,1380,157,-0.020809524,-0.005857143,1,1
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,135,16.15068493,2006,4222,0.01,10,25,0.24,0.24,0,0.001,10993,10080,2722,135,-0.11,-0.13,1,1
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,16.15068493,2002,6225,0.005,10,25,0.24,0.24,0,0,10993,10080,2722,135,-0.11,-0.13,1,1
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,135,16.15068493,2009,4236,-0.005,10,25,0.255,0.25,0.005,-0.02,10993,10080,2200,135,-0.05375,-0.1196,1,1
373,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,135,14.53972603,2009,4992,-0.017,10,25,0.24,0.245,-0.005,-0.005,10993,10080,2200,135,-0.05375,-0.0305,1,1
374,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,14.54520548,2017,5475,-0.007,10,25,0.25,0.255,-0.005,-0.005,10993,10080,2200,135,-0.05375,-0.0305,1,1
375,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,14.54520548,2017,5475,-0.007,10,25,0.25,0.255,-0.005,-0.005,10993,10080,2200,135,-0.05375,-0.0305,1,1
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,165,16.15616438,2006,4222,0.01,10,25,0.235,0.236,-0.001,0.001,22011,20073,1672,165,-0.108717949,-0.12,1,1
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,165,16.15616438,2002,6225,0.005,10,25,0.24,0.24,0,0,22011,20073,1672,165,-0.108717949,-0.12,1,1
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,278,16.23287671,2006,4222,0.01,10,25,0.246,0.246,0,0.001,11263,9997,3335,278,-0.109840764,-0.13,1,1
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,278,16.23287671,2002,6225,0.005,10,25,0.25,0.25,0,0,11263,9997,3335,278,-0.109840764,-0.13,1,1
384,3,0,0,0,2,0,0,0,0,0,-700000000,0,0,0,700000000,0,0,0,0,0,9,278,14.7890411,2009,4992,-0.017,10,25,0.25,0.255,-0.005,-0.005,11263,9997,1401,278,-0.100217391,-0.099432367,1,2
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,166,16.34246575,2006,4222,0.01,10,25,0.246,0.246,0,0.001,11990,10906,3956,166,-0.1,-0.09,1,1
389,0,0,0,0,2,0,2,0,0,0,0,0,0,0,5500000000,0,0,0,0,0,8,166,14.77534247,2009,4236,-0.005,10,25,0.27,0.265,0.005,-0.02,11990,10906,2722,166,-0.004385965,-0.09,1,2
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,179,16.4,2006,4222,0.01,10,25,0.251,0.251,0,0.001,11993,10946,5121,179,-0.11,-0.12,1,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,179,16.4,2002,6225,0.005,10,25,0.255,0.255,0,0,11993,10946,5121,179,-0.079811321,-0.12,1,1
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,179,16.4,2009,4236,-0.005,10,25,0.27,0.265,0.005,-0.02,11993,10946,1672,179,-0.079811321,-0.12,1,1
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,172,16.65205479,2006,4222,0.01,10,25,0.261,0.261,0,0.001,12659,10982,7222,172,-0.11,-0.16,1,1
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,172,16.65205479,2002,6225,0.005,10,25,0.265,0.265,0,0,12659,10982,7222,172,-0.11,-0.16,1,1
401,1,0,0,0,1,0,0,0,0,0,300000000,0,0,0,-300000000,0,0,0,0,0,9,172,15.04109589,2009,4992,-0.017,10,25,0.265,0.27,-0.005,-0.005,12659,10982,3332,172,-0.11,-0.12,1,0
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,112,16.59452055,2006,4222,0.01,10,25,0.265,0.264,0.001,0.004,13741,10942,3204,112,-0.11,0.01,1,1
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,112,16.59452055,2002,6225,0.005,10,25,0.265,0.265,0,-0.001,13741,10942,3204,112,-0.11,0.01,1,1
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,112,16.59452055,2009,4236,-0.005,10,25,0.285,0.28,0.005,-0.02,13741,10942,3956,112,-0.072105263,0.01,1,1
407,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,112,15.04109589,2009,4992,-0.017,10,25,0.27,0.275,-0.005,-0.005,13741,10942,3956,112,-0.072105263,0.01,1,1
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,238,16.65205479,2006,4222,0.01,10,25,0.265,0.264,0.001,0.004,11997,10941,3199,238,-0.067272727,-0.13,1,1
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,238,16.65205479,2002,6225,0.005,10,25,0.265,0.265,0,0,11997,10941,3199,238,-0.067272727,-0.13,1,1
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,237,16.90410959,2006,4222,0.01,10,25,0.275,0.275,0,0.005,38089,32913,8728,237,-0.102,-0.13,1,1
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,237,16.90410959,2002,6225,0.005,10,25,0.275,0.275,0,-0.001,38089,32913,8728,237,-0.102,-0.13,1,1
419,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,15.29863014,2017,5475,-0.007,10,25,0.29,0.295,-0.005,-0.005,38089,32913,7222,237,-0.102,-0.001666667,1,1
420,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,15.29863014,2017,5475,-0.007,10,25,0.29,0.295,-0.005,-0.005,38089,32913,7222,237,-0.102,-0.001666667,1,1
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,145,17.15342466,2006,4222,0.01,10,25,0.285,0.285,0,0.005,25646,22039,2523,145,-0.11195946,-0.085,1,1
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,145,17.15342466,2002,6225,0.005,10,25,0.285,0.285,0,-0.004,25646,22039,2523,145,-0.098991228,-0.085,1,1
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,283,17.15890411,2002,6225,0.005,10,25,0.285,0.285,0,-0.004,12752,11002,16635,283,-0.071354839,-0.12,1,1
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,17.46027397,2006,4222,0.01,10,25,0.3,0.3,0,0.005,25303,21894,17246,42,-0.099830509,-0.120909091,1,1
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,17.46027397,2002,6225,0.005,10,25,0.3,0.3,0,-0.004,25303,21894,17246,42,-0.099830509,-0.120909091,1,1
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,17.46027397,2009,4236,-0.005,10,25,0.32,0.315,0.005,-0.02,25303,21894,8680,42,-0.099830509,-0.119166667,1,1
438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,171,17.33150685,2006,4222,0.01,10,25,0.301,0.3,0.001,0.005,13305,10977,22345,171,-0.11,-0.11,1,1
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,17.65753425,2006,4222,0.01,10,25,0.311,0.31,0.001,0.005,39442,32896,17385,100,-0.097355372,-0.12,1,1
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,17.65753425,2002,6225,0.005,10,25,0.31,0.31,0,-0.004,39442,32896,17385,100,-0.097355372,-0.12,1,1
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65,17.90410959,2006,4222,0.01,10,25,0.326,0.325,0.001,0.005,37907,32823,17129,65,-0.106349206,-0.13,1,1
451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000000000,0,0,0,0,0,8,65,16.27945205,2009,4236,-0.005,10,25,0.345,0.34,0.005,-0.021,37907,32823,17246,65,-0.055338078,-0.126666667,1,0
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,180,18.2,2006,4222,0.01,10,25,0.341,0.34,0.001,0.005,38895,32849,13151,180,-0.035555556,-0.13,1,1
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,180,18.2,2002,6225,0.005,10,25,0.34,0.34,0,-0.005,38895,32849,13151,180,-0.035555556,-0.13,1,1
457,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3500000000,0,0,0,0,0,8,180,16.52876712,2009,4236,-0.005,10,25,0.36,0.355,0.005,-0.021,38895,32849,22345,180,-0.047622951,-0.129672131,1,0
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,239,18.44657534,2006,4222,0.01,10,25,0.356,0.355,0.001,0.005,37440,32897,19568,239,-0.100762943,-0.13,1,1
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,239,18.44657534,2002,6225,0.005,10,25,0.355,0.355,0,-0.005,37440,32897,19568,239,-0.100762943,-0.13,1,1
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,101,18.71232877,2006,4222,0.01,10,25,0.37,0.365,0.005,0.005,40400,32734,17596,101,-0.09008,-0.13,1,1
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,101,18.71232877,2002,6225,0.005,10,25,0.365,0.365,0,-0.008,40400,32734,17596,101,-0.076230367,-0.13,1,1
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,18.90410959,2006,4222,0.01,10,25,0.386,0.385,0.001,0.005,38530,32797,21343,40,-0.099183381,-0.125136187,1,1
478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,222,19.15890411,2006,4222,0.01,10,25,0.406,0.405,0.001,0.005,39555,32982,19327,222,-0.112672065,-0.123115942,1,1
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,222,19.15890411,2002,6225,0.005,10,25,0.405,0.405,0,-0.005,39555,32982,19327,222,-0.112672065,-0.123115942,1,1
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,103,19.31506849,2006,4222,0.01,10,25,0.416,0.415,0.001,0.005,39639,32761,14825,103,-0.077019386,-0.10378882,1,1
484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,103,19.31506849,2002,6225,0.005,10,25,0.415,0.415,0,-0.005,39639,32761,14825,103,-0.077019386,-0.10378882,1,1
489,1,0,0,0,0,0,0,0,0,0,10000000000,0,0,0,0,0,0,0,0,0,5,34,17.9890411,2006,4222,0.01,10,25,0.425,0.425,0,0.007,39123,32696,18645,34,-0.078486056,-0.12,1,1
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,19.49863014,2002,6225,0.005,10,25,0.421,0.425,-0.004,-0.005,39123,32696,18645,34,-0.083190883,-0.12,1,1
495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,160,19.79178082,2006,4222,0.01,10,25,0.441,0.44,0.001,0.005,37666,32859,14468,160,-0.110142857,-0.11,1,1
496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,160,19.79178082,2002,6225,0.005,10,25,0.44,0.44,0,-0.005,37666,32859,14468,160,-0.10353125,-0.11,1,1
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,162,19.98630137,2006,4222,0.01,10,25,0.461,0.46,0.001,0.005,40742,32756,8187,162,-0.112786885,-0.085,1,1
507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,202,20.00821918,2006,4222,0.01,10,25,0.5,0.5,0,0.005,36320,30918,6160,202,-0.114285714,-0.121097561,1,1
509,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8200000000,0,0,0,0,0,8,202,18.77808219,2009,4236,-0.005,10,25,0.52,0.516,0.004,-0.024,36320,30918,18005,202,-0.064199584,-0.121097561,1,1
513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,19.99452055,2006,4222,0.01,10,25,0.525,0.525,0,0.005,36912,29978,6808,29,-0.107,-0.1244,1,1
514,1,0,0,0,0,0,0,0,0,0,-5000000000,0,0,0,0,0,0,0,0,0,3,29,19.00547945,2002,6225,0.005,10,25,0.525,0.525,0,-0.005,36912,29978,6808,29,-0.107,-0.1244,1,1
519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,146,20.01369863,2006,4222,0.01,10,25,0.525,0.526,-0.001,0.006,36976,29868,720,146,-0.107464789,-0.097652439,1,1
520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146,20.01369863,2002,6225,0.005,10,25,0.525,0.525,0,-0.005,36976,29868,720,146,-0.107464789,-0.097652439,1,1
524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,109,20.01369863,2006,4222,0.01,10,25,0.535,0.536,-0.001,0.006,37182,29768,838,109,-0.105454546,-0.085,1,1
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,109,20.01369863,2002,6225,0.005,10,25,0.535,0.535,0,-0.005,37182,29768,838,109,-0.105454546,-0.085,1,1
530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,253,20.0109589,2006,4222,0.01,10,25,0.545,0.545,0,0.01,11977,9938,2219,253,-0.125,-0.13,1,1
531,0,0,0,0,2,0,0,0,0,0,0,0,0,0,40000000000,0,0,0,0,0,3,253,19.75342466,2002,6225,0.005,10,25,0.54,0.54,0,-0.006,11977,9938,2219,253,-0.125,-0.13,1,2
536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,161,11.64657534,2006,4222,0.01,10,25,0.045,0.045,0,0,16709,14575,3693,161,-0.100789474,-0.14,1,1
537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,161,11.64657534,2002,6225,0.005,10,25,0.045,0.045,0,0,16709,14575,3693,161,-0.100789474,-0.130909091,1,1
538,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,161,10.02191781,2009,4236,-0.005,10,25,0.05,0.045,0.005,-0.015,16709,14575,9121,161,-0.101215139,-0.16907173,1,1
542,0,1,0,0,0,0,0,0,0,0,0,-200000000,0,0,0,0,0,0,0,0,4,15,9.978082192,4512,16888,0.014,5,10,0.049,0.04,0.009,-0.005,8317,7340,4685,15,-0.11,-0.14,1,1
543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,11.52328767,2006,4222,0.01,10,25,0.045,0.045,0,0,8317,7340,5857,15,-0.052857143,-0.14,1,1
545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,11.52328767,2002,6225,0.005,10,25,0.045,0.045,0,0,8317,7340,5857,15,-0.012112676,-0.14,1,1
548,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10.04109589,2017,5475,-0.007,10,25,0.04,0.045,-0.005,-0.005,8317,7340,2735,15,-0.035,-0.119375,1,1
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,242,11.74794521,2006,4222,0.01,10,25,0.055,0.055,0,0,15981,14548,2190,242,0,-0.12,1,1
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,242,11.74794521,2002,6225,0.005,10,25,0.058,0.055,0.003,0,15981,14548,2190,242,0,-0.12,1,1
551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500000000,0,0,0,0,0,8,242,10.2739726,2009,4236,-0.005,10,25,0.065,0.059,0.006,-0.016,15981,14548,4685,242,0,-0.12,1,1
552,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,242,10.28767123,2009,4992,-0.017,10,25,0.05,0.05,0,-0.004,15981,14548,4685,242,0,0.01,1,1
553,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,10.29315068,2017,5475,-0.007,10,25,0.054,0.055,-0.001,-0.006,15981,14548,4685,242,0,0.01,1,1
554,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,10.29315068,2017,5475,-0.007,10,25,0.054,0.055,-0.001,-0.006,15981,14548,4685,242,0,0.01,1,1
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,129,11.90410959,2006,4222,0.01,10,25,0.055,0.055,0,0.001,8761,7310,1954,129,-0.053396226,-0.11,1,1
556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,11.90410959,2002,6225,0.005,10,25,0.055,0.055,0,0,8761,7310,1954,129,-0.053396226,-0.11,1,1
558,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,129,10.28767123,2009,4992,-0.017,10,25,0.05,0.05,0,-0.004,8761,7310,3693,129,-0.053396226,-0.035283019,1,0
559,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,10.29315068,2017,5475,-0.007,10,25,0.054,0.055,-0.001,-0.006,8761,7310,3693,129,-0.053396226,0.01,1,1
560,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,10.29315068,2017,5475,-0.007,10,25,0.054,0.055,-0.001,-0.006,8761,7310,3693,129,-0.053396226,0.01,1,1
561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,284,12.17260274,2006,4222,0.01,10,25,0.065,0.065,0,0,24739,21927,600,284,-0.108,-0.12,1,1
562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,284,12.17260274,2002,6225,0.005,10,25,0.068,0.065,0.003,0,24739,21927,600,284,-0.108,-0.12,1,1
563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,284,12.17260274,2009,4236,-0.005,10,25,0.075,0.069,0.006,-0.016,24739,21927,5857,284,-0.108,-0.12,1,1
564,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,284,10.5369863,2009,4992,-0.017,10,25,0.06,0.06,0,-0.005,24739,21927,5857,284,-0.108,0.01,1,1
565,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,10.54246575,2017,5475,-0.007,10,25,0.065,0.07,-0.005,-0.005,24739,21927,5857,284,-0.108,0.01,1,1
566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,86,26.90958904,1003,2049,0.015,25,-1,0.63,0.625,0.005,0.012,30171,25645,5494,86,-0.105617978,-0.122941177,1,1
567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,26.90958904,1000,4491,0.009,25,-1,0.62,0.63,-0.01,-0.01,30171,25645,5494,86,-0.105617978,-0.122941177,1,1
569,2,0,0,0,8,2,2,0,0,0,-1000000000,0,0,0,1000000000,0,0,0,0,0,9,86,25.29863014,1007,2811,-0.004,25,-1,0.625,0.635,-0.01,-0.005,30171,25645,1193,86,-0.093055556,-0.044305556,1,2
572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,27.40547945,1003,2049,0.015,25,-1,0.645,0.64,0.005,0.011,19113,16501,5557,50,-0.08,-0.13,1,1
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,27.40547945,1000,4491,0.009,25,-1,0.635,0.64,-0.005,-0.015,19113,16501,5557,50,-0.08,-0.13,1,1
574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,50,27.40547945,1008,3028,-0.008,25,-1,0.665,0.659,0.006,-0.021,19113,16501,3223,50,-0.08,-0.113333333,1,1
575,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,50,25.79452055,1007,2811,-0.004,25,-1,0.64,0.65,-0.01,-0.005,19113,16501,3223,50,-0.08,-0.023170732,1,1
576,2,0,0,0,1,0,0,0,0,0,-3000000000,0,0,0,3000000000,0,0,0,0,0,0,50,25.8,1003,2379,-0.004,25,-1,0.655,0.665,-0.01,-0.005,19113,16501,3223,50,-0.08,-0.015365854,1,2
577,2,0,0,0,1,0,0,0,0,0,-3000000000,0,0,0,3000000000,0,0,0,0,0,0,50,25.8,1003,2379,-0.004,25,-1,0.655,0.665,-0.01,-0.005,19113,16501,3223,50,-0.08,-0.015365854,1,2
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,259,27.67945205,1003,2049,0.015,25,-1,0.645,0.64,0.005,0.011,18788,15562,5372,259,-0.058123324,-0.125,1,1
579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,259,27.67945205,1000,4491,0.009,25,-1,0.635,0.645,-0.01,-0.01,18788,15562,5372,259,-0.045355649,-0.125,1,1
580,0,0,0,0,1,0,0,0,0,0,0,0,0,0,800000000,0,0,0,0,0,8,259,26.03287671,1008,3028,-0.008,25,-1,0.665,0.66,0.005,-0.02,18788,15562,4837,259,-0.045355649,-0.125983936,1,2
581,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,259,26.04657534,1007,2811,-0.004,25,-1,0.64,0.65,-0.01,-0.005,18788,15562,4837,259,-0.045355649,-0.063179916,1,1
582,2,0,0,0,2,0,0,0,0,0,500000000,0,0,0,-500000000,0,0,0,0,0,0,259,26.05205479,1003,2379,-0.004,25,-1,0.655,0.665,-0.01,-0.005,18788,15562,4837,259,-0.045355649,-0.063179916,1,0
583,2,0,0,0,2,0,0,0,0,0,500000000,0,0,0,-500000000,0,0,0,0,0,0,259,26.05205479,1003,2379,-0.004,25,-1,0.655,0.665,-0.01,-0.005,18788,15562,4837,259,-0.045355649,-0.063179916,1,0
