,Unnamed: 0,contract_count_10,contract_count_11,contract_count_14,contract_count_15,contract_count_20,contract_count_21,contract_count_24,contract_count_25,contract_count_30,contract_count_31,contract_face_10,contract_face_11,contract_face_14,contract_face_15,contract_face_20,contract_face_21,contract_face_24,contract_face_25,contract_face_30,contract_face_31,date,stock_snm_x,zanzon,bid,offer,rate,remaining_years_from,remaining_years_to,simple_yield_1days_from_ope,simple_yield_2days_from_ope,simple_yield_fluctuation_2to1,simple_yield_fluctuation_3to2,amount_sum,bid_price,balance,stock_snm_x.1,aggre_rate_buy,aggre_rate_sell,fluctuation_buy_rate,fluctuation_sell_rate
887,910,2,0,0,0,0,0,0,0,0,0,60000000000.0,0.0,0,0,0.0,0.0,0,0.0,0,0,6,125,2.479452055,2802,7575,-0.009000000000000001,1,3,-0.095,-0.095,0.0,-0.001,70770,60084,10360,125,-0.020789198000000002,-0.120679825,0,1
888,911,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,0,0.0,-8900000000.0,0,0.0,0,0,9,125,2.493150685,2805,9329,0.001,1,3,-0.095,-0.105,0.01,0.005,70770,60084,10360,125,-0.020789198000000002,-0.12503504699999998,1,0
889,912,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,4,125,4.147945206,3004,11719,0.003,3,5,-0.11,-0.11,0.0,-0.001,70770,60084,10360,125,-0.019639279,-0.12503504699999998,0,0
890,913,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,8,125,4.147945206,3007,9577,-0.008,3,5,-0.10300000000000001,-0.105,0.002,0.0,70770,60084,25883,125,-0.026377507,-0.121634336,0,0
891,914,2,1,1,0,1,4,0,0,0,0,-200000000.0,-5000000000.0,5000000000,0,200000000.0,0.0,0,0.0,0,0,2,125,2.531506849,2801,4911,-0.008,1,3,-0.115,-0.135,0.02,0.004,70770,60084,25883,125,-0.037806354,-0.108003026,2,2
892,915,3,0,0,0,2,1,2,0,0,0,14000000000.0,0.0,0,0,0.0,-14000000000.0,0,0.0,0,0,0,15,2.8630136989999997,2807,8563,0.005,1,3,-0.174,-0.18,0.006,0.005,46867,40112,20328,15,-0.029735605,-0.11447708599999999,2,1
893,916,2,0,0,0,0,1,0,0,0,0,50000000000.0,0.0,0,0,0.0,-3000000000.0,0,0.0,0,0,6,15,2.728767123,2802,7575,-0.009000000000000001,1,3,-0.09,-0.09,0.0,-0.001,46867,40112,22493,15,-0.058113773,-0.125186916,2,1
894,917,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0,0,0.0,-11000000000.0,0,0.0,0,0,9,15,2.7424657530000003,2805,9329,0.001,1,3,-0.09,-0.1,0.01,0.005,46867,40112,22493,15,-0.053595125,-0.11697026,1,0
895,918,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,-5000000000.0,0,0.0,0,0,4,15,2.747945205,2801,10792,0.006999999999999999,1,3,-0.105,-0.105,0.0,-0.001,46867,40112,22493,15,-0.050100188,-0.11697026,2,0
896,919,1,0,0,0,1,2,0,0,0,0,21600000000.0,0.0,0,0,10000000000.0,-8000000000.0,0,0.0,0,0,8,15,2.764383562,2806,8089,-0.002,1,3,-0.098,-0.1,0.002,0.0,46867,40112,20328,15,-0.044330544000000006,-0.103725618,1,2
